travel_year,minor_lt16,preadult_16_17,adult_18plus,era,num_adults,num_minors,num_docs,num_docs_raw
1958,1,0,2,1,2.0,1.0,18.783506900576537,19
1958,5,0,2,1,2.0,5.0,20.54462200587142,21
1958,0,0,1,1,1.0,0.0,17.930570361542273,18
1958,5,1,3,1,3.0,6.0,40.9421805507771,42
1957,4,0,2,1,2.0,4.0,20.76559011477686,21
1958,4,0,2,1,2.0,4.0,21.83949476271656,22
1958,0,0,1,1,1.0,0.0,19.802169521289876,20
1958,1,0,4,1,4.0,1.0,34.08775234191552,35
1958,5,0,4,1,4.0,5.0,40.586422256780075,41
1959,2,0,3,1,3.0,2.0,30.45503807687303,31
1960,0,0,2,1,2.0,0.0,19.746927494063517,20
1960,2,0,2,1,2.0,2.0,17.875328334315913,18
1957,5,0,2,1,2.0,5.0,26.43562962124603,27
1959,0,0,1,1,1.0,0.0,15.948487147341952,16
1958,3,0,2,1,2.0,3.0,17.764844279863198,18
1952,2,0,2,0,2.0,2.0,20.65510606032414,21
1960,4,1,3,1,3.0,5.0,32.43712129107335,33
1956,2,0,2,1,2.0,2.0,25.637935109438125,26
1956,1,0,2,1,2.0,1.0,21.61852665381112,22
1960,1,0,5,1,5.0,1.0,37.198982231281896,38
1959,4,0,2,1,2.0,4.0,28.528196889899068,29
1956,3,0,2,1,2.0,3.0,18.783506900576537,19
1955,2,0,2,0,2.0,2.0,35.21689901708158,36
1958,2,0,2,1,2.0,2.0,17.930570361542273,18
1959,4,1,2,1,2.0,5.0,26.546113675698745,27
1957,0,0,2,1,2.0,0.0,27.620018323638444,28
1957,3,0,2,1,2.0,3.0,25.582693082211765,26
1957,1,0,2,1,2.0,1.0,21.72901070826384,22
1953,6,1,2,0,2.0,7.0,31.63942677926545,32
1953,3,0,2,0,2.0,3.0,15.948487147341952,16
1953,5,0,2,0,2.0,5.0,40.36545414787464,41
1954,2,0,2,0,2.0,2.0,26.711839757377824,27
1956,0,0,2,1,2.0,0.0,28.749164998804503,29
1956,0,0,1,1,1.0,0.0,19.6364434396108,20
1956,1,0,3,1,3.0,1.0,38.32812890644796,39
1956,0,0,2,1,2.0,0.0,29.823069646744205,30
1958,0,0,1,1,1.0,0.0,19.746927494063517,20
1959,2,1,2,1,2.0,3.0,31.307974615907295,32
1959,4,0,2,1,2.0,4.0,23.82157797691688,24
1957,0,0,1,1,1.0,0.0,33.290057830107614,34
1954,5,2,3,0,3.0,7.0,52.42367951475565,53
1954,5,0,2,0,2.0,5.0,28.472954862672708,29
1954,6,0,2,0,2.0,6.0,27.9514704869966,28
1954,6,1,2,0,2.0,7.0,29.491617483386047,30
1956,4,0,2,1,2.0,4.0,32.38187926384699,33
1955,2,0,2,0,2.0,2.0,16.00372917456831,16
1956,0,0,2,1,2.0,0.0,29.657343565065126,30
1956,0,0,2,1,2.0,0.0,26.601355702925105,27
1956,2,0,2,1,2.0,2.0,33.84247810237121,34
1956,1,2,2,1,2.0,3.0,39.12582341825586,40
1956,5,0,2,1,2.0,5.0,3.037325241426681,3
1956,2,0,2,1,2.0,2.0,14.874582499402251,15
1956,2,0,2,1,2.0,2.0,28.638680944351787,29
1956,1,0,2,1,2.0,1.0,17.875328334315913,18
1956,4,0,2,1,2.0,4.0,23.876820004143237,24
1956,1,0,2,1,2.0,1.0,19.691685466837157,20
1956,1,0,4,1,4.0,1.0,40.19972806619556,41
1956,0,0,2,1,2.0,0.0,28.693922971578147,29
1956,2,0,2,1,2.0,2.0,19.912653575742596,20
1956,0,0,1,1,1.0,0.0,21.61852665381112,22
1957,4,0,2,1,2.0,4.0,21.56328462658476,22
1957,2,0,2,1,2.0,2.0,24.619272488724782,25
1957,1,1,4,1,4.0,2.0,56.577878155474245,58
1957,3,0,2,1,2.0,3.0,27.564776296412088,28
1957,0,0,1,1,1.0,0.0,23.600609868011443,24
1956,4,0,2,1,2.0,4.0,22.74767332897718,23
1956,2,0,3,1,3.0,2.0,62.05788544962546,63
1956,3,0,2,1,2.0,3.0,38.10716079754252,39
1956,2,0,2,1,2.0,2.0,18.783506900576537,19
1956,0,0,2,1,2.0,0.0,25.637935109438125,26
1956,2,0,2,1,2.0,2.0,21.72901070826384,22
1953,3,2,6,0,6.0,5.0,46.753640008286474,47
1953,8,0,2,0,2.0,8.0,26.656597730151464,27
1955,3,0,2,0,2.0,3.0,29.38113342893333,30
1955,5,0,2,0,2.0,5.0,19.6364434396108,20
1955,2,1,3,0,3.0,3.0,27.564776296412088,28
1955,1,0,2,0,2.0,1.0,20.82083214200322,21
1955,4,0,2,0,2.0,4.0,28.528196889899068,29
1955,0,0,2,0,2.0,0.0,21.894736789942918,22
1955,5,0,2,0,2.0,5.0,20.876074169229575,21
1955,0,0,2,0,2.0,0.0,30.51028010409939,31
1955,6,0,2,0,2.0,6.0,20.59986403309778,21
1955,5,0,2,0,2.0,5.0,20.820832142003216,21
1955,0,0,1,0,1.0,0.0,23.545367840785083,24
1955,4,0,2,0,2.0,4.0,30.56552213132575,31
1955,2,0,2,0,2.0,2.0,22.913399410656258,23
1955,3,0,2,0,2.0,3.0,28.528196889899068,29
1954,10,0,2,0,2.0,10.0,32.768573454431504,33
1954,2,0,2,0,2.0,2.0,17.709602252636838,18
1954,4,1,3,0,3.0,5.0,43.42144201001466,44
1955,0,0,1,0,1.0,0.0,15.893245120115592,16
1955,3,0,2,0,2.0,3.0,24.95072465208294,25
1955,1,0,2,0,2.0,1.0,23.600609868011443,24
1956,0,0,1,1,1.0,0.0,18.838748927802897,19
1954,5,2,2,0,2.0,7.0,27.620018323638444,28
1956,0,0,2,1,2.0,0.0,24.453546407045707,25
1956,3,0,2,1,2.0,3.0,19.857411548516236,20
1956,1,0,2,1,2.0,1.0,19.912653575742596,20
1956,2,0,2,1,2.0,2.0,27.675260350864804,28
1956,0,0,2,1,2.0,0.0,26.656597730151464,27
1956,2,0,2,1,2.0,2.0,28.41771283544635,29
1956,6,0,2,1,2.0,6.0,18.838748927802897,19
1956,1,0,3,1,3.0,1.0,34.47444653250003,35
1956,0,0,1,1,1.0,0.0,18.673022846123818,19
1956,5,0,2,1,2.0,5.0,31.47370069758637,32
1956,0,0,1,1,1.0,0.0,16.911907740828934,17
1956,0,0,2,1,2.0,0.0,29.546859510612407,30
1956,0,0,1,1,1.0,0.0,29.657343565065126,30
1956,2,1,5,1,5.0,3.0,37.97237061245093,38
1956,0,0,2,1,2.0,0.0,23.76633594969052,24
1956,3,0,2,1,2.0,3.0,24.619272488724782,25
1956,3,0,2,1,2.0,3.0,21.72901070826384,22
1956,0,0,2,1,2.0,0.0,25.637935109438125,26
1956,7,0,2,1,2.0,7.0,25.582693082211765,26
1958,0,0,2,1,2.0,0.0,22.69243130175082,23
1958,1,0,2,1,2.0,1.0,23.711093922464162,24
1954,5,0,2,0,2.0,5.0,36.18031961056856,37
1954,5,0,1,0,1.0,5.0,21.83949476271656,22
1964,0,0,3,1,3.0,0.0,28.307228780993633,29
1954,7,0,2,0,2.0,7.0,29.823069646744205,30
1958,6,0,2,1,2.0,6.0,30.39979604964667,31
1958,2,0,2,1,2.0,2.0,42.86902173775107,44
1958,4,1,2,1,2.0,5.0,28.804407026030862,29
1958,2,0,2,1,2.0,2.0,20.820832142003216,21
1957,3,0,2,1,2.0,3.0,17.985812388768633,18
1957,2,0,2,1,2.0,2.0,19.857411548516236,20
1952,0,1,2,0,2.0,1.0,20.876074169229575,21
1958,3,0,2,1,2.0,3.0,31.41845867036001,32
1958,2,1,2,1,2.0,3.0,23.932062031369597,24
1958,7,0,2,1,2.0,7.0,17.022391795281653,17
1956,5,2,2,1,2.0,7.0,36.51177177392671,37
1956,2,0,2,1,2.0,2.0,30.45503807687303,31
1956,2,0,2,1,2.0,2.0,29.0253751349363,29
1955,4,0,2,0,2.0,4.0,33.73199404791849,34
1956,2,0,2,1,2.0,2.0,22.692431301750823,23
1955,0,1,3,0,3.0,1.0,33.290057830107614,34
1955,3,0,2,0,2.0,3.0,21.83949476271656,22
1956,3,0,2,1,2.0,3.0,26.490871648472385,27
1956,0,0,1,1,1.0,0.0,19.746927494063517,20
1955,0,0,1,0,1.0,0.0,16.00372917456831,16
1956,3,1,2,1,2.0,4.0,35.603593207666094,36
1955,8,2,1,0,1.0,10.0,25.061208706535655,25
1956,4,0,2,1,2.0,4.0,21.67376868103748,22
1955,1,0,2,0,2.0,1.0,22.74767332897718,23
1956,2,0,2,1,2.0,2.0,18.041054415994992,18
1956,0,0,2,1,2.0,0.0,29.767827619517846,30
1956,3,0,2,1,2.0,3.0,16.801423686376214,17
1956,3,1,3,1,3.0,4.0,30.676006185778466,31
1956,4,1,3,1,3.0,5.0,36.51177177392671,37
1955,2,0,2,0,2.0,2.0,24.619272488724782,25
1955,5,0,2,0,2.0,5.0,20.82083214200322,21
1955,4,0,2,0,2.0,4.0,18.838748927802897,19
1957,1,0,2,1,2.0,1.0,19.857411548516236,20
1956,0,0,1,1,1.0,0.0,18.783506900576537,19
1956,0,0,3,1,3.0,0.0,31.69466880649181,32
1956,3,0,2,1,2.0,3.0,27.564776296412088,28
1956,4,0,2,1,2.0,4.0,17.65436022541048,18
1955,2,0,2,0,2.0,2.0,19.004475009481972,19
1956,5,0,3,1,3.0,5.0,21.83949476271656,22
1955,6,1,2,0,2.0,7.0,52.83467983597904,54
1955,2,0,2,0,2.0,2.0,21.56328462658476,22
1955,0,0,1,0,1.0,0.0,18.893990955029256,19
1955,3,1,4,0,4.0,4.0,102.71821235434524,104
1956,6,1,2,1,2.0,7.0,37.419950340187334,38
1956,1,1,5,1,5.0,2.0,51.073564730684154,52
1960,6,0,2,1,2.0,6.0,20.931316196455935,21
1960,4,0,4,1,4.0,4.0,33.34529985733398,34
1960,1,0,5,1,5.0,1.0,40.19972806619556,41
1960,0,0,1,1,1.0,0.0,14.874582499402251,15
1953,6,1,2,0,2.0,7.0,50.742112567326,52
1960,4,2,2,1,2.0,6.0,25.005966679309296,25
1953,0,0,1,0,1.0,0.0,18.838748927802897,19
1953,4,0,3,0,3.0,4.0,25.361724973306327,26
1953,0,0,1,0,1.0,0.0,22.581947247298103,23
1953,0,0,1,0,1.0,0.0,22.692431301750823,23
1952,3,0,2,0,2.0,3.0,36.06983555611584,37
1952,3,0,2,0,2.0,3.0,61.370674992270274,62
1952,1,0,2,0,2.0,1.0,15.672277011210156,16
1958,0,0,1,1,1.0,0.0,16.856665713602574,17
1958,1,0,2,1,2.0,1.0,36.456529746700355,37
1956,6,0,2,1,2.0,6.0,18.838748927802897,19
1956,0,0,2,1,2.0,0.0,21.949978817169278,22
1956,2,0,2,1,2.0,2.0,22.913399410656258,23
1958,3,0,2,1,2.0,3.0,16.911907740828934,17
1958,6,0,2,1,2.0,6.0,18.041054415994992,18
1958,6,1,2,1,2.0,7.0,35.382625098760656,36
1960,9,1,3,1,3.0,10.0,61.039222828912116,62
1960,6,0,2,1,2.0,6.0,25.472209027759046,26
1960,5,0,2,1,2.0,5.0,21.56328462658476,22
1960,5,0,2,1,2.0,5.0,22.74767332897718,23
1952,0,0,1,0,1.0,0.0,16.635697604697135,17
1953,0,0,1,0,1.0,0.0,12.83725725797557,13
1954,2,0,2,0,2.0,2.0,23.600609868011443,24
1954,4,0,4,0,4.0,4.0,32.54760534552607,33
1954,4,0,2,0,2.0,4.0,16.911907740828934,17
1954,6,0,2,0,2.0,6.0,20.59986403309778,21
1952,3,0,2,0,2.0,3.0,9.946995477514628,10
1952,1,0,2,0,2.0,1.0,10.85517404377525,11
1954,5,0,2,0,2.0,5.0,19.6364434396108,20
1952,4,0,2,0,2.0,4.0,33.45578391178669,34
1952,0,0,1,0,1.0,0.0,5.982829049113984,6
1952,0,0,2,0,2.0,0.0,17.709602252636838,18
1954,2,0,2,0,2.0,2.0,23.655851895237802,24
1954,1,0,2,0,2.0,1.0,28.472954862672708,29
1954,1,1,2,0,2.0,2.0,45.29304116976226,46
1965,1,0,2,1,2.0,1.0,25.582693082211765,26
1965,0,0,2,1,2.0,0.0,22.471463192845384,23
1955,4,0,2,0,2.0,4.0,34.36396247804731,35
1955,1,0,2,0,2.0,1.0,16.967149768055293,17
1955,0,0,1,0,1.0,0.0,21.7842527354902,22
1955,0,0,2,0,2.0,0.0,23.655851895237802,24
1955,0,1,1,0,1.0,1.0,18.949232982255616,19
1955,1,0,1,0,1.0,1.0,27.45429224195937,28
1955,3,0,4,0,4.0,3.0,40.31021212064828,41
1952,2,0,2,0,2.0,2.0,10.002237504740986,10
1952,1,0,2,0,2.0,1.0,34.419204505273676,35
1952,0,0,1,0,1.0,0.0,22.416221165619024,23
1952,1,0,2,0,2.0,1.0,17.59911819818412,18
1952,0,0,1,0,1.0,0.0,11.818594637262231,12
1952,2,0,2,0,2.0,2.0,20.7103480875505,21
1952,2,1,2,0,2.0,3.0,13.855919878688912,14
1952,4,0,2,0,2.0,4.0,7.056733697053684,7
1952,3,0,2,0,2.0,3.0,24.453546407045707,25
1952,3,0,2,0,2.0,3.0,8.928332856801287,9
1952,4,0,2,0,2.0,4.0,30.676006185778466,31
1952,0,0,1,0,1.0,0.0,12.83725725797557,13
1952,2,1,2,0,2.0,3.0,35.54835118043973,36
1952,1,0,2,0,2.0,1.0,21.67376868103748,22
1952,0,0,2,0,2.0,0.0,18.783506900576537,19
1952,2,0,2,0,2.0,2.0,14.653614390496815,15
1952,2,0,2,0,2.0,2.0,32.16091115494156,33
1952,0,0,1,0,1.0,0.0,12.782015230749213,13
1953,2,0,2,0,2.0,2.0,9.038816911254004,9
1953,0,0,2,0,2.0,0.0,27.34380818750665,28
1953,6,1,4,0,4.0,7.0,49.20196557093655,50
1953,2,0,2,0,2.0,2.0,14.874582499402251,15
1955,0,0,1,0,1.0,0.0,15.893245120115592,16
1955,1,0,2,0,2.0,1.0,15.948487147341952,16
1955,9,1,2,0,2.0,10.0,31.63942677926545,32
1955,0,0,1,0,1.0,0.0,17.709602252636838,18
1955,8,0,2,0,2.0,8.0,34.36396247804731,35
1955,4,0,2,0,2.0,4.0,23.711093922464162,24
1955,2,0,2,0,2.0,2.0,24.7297565431775,25
1955,2,0,2,0,2.0,2.0,19.05971703670833,19
1955,5,1,2,0,2.0,6.0,27.896228459770242,28
1955,0,0,1,0,1.0,0.0,19.58120141238444,20
1955,5,0,2,0,2.0,5.0,19.691685466837157,20
1955,4,0,2,0,2.0,4.0,21.7842527354902,22
1955,2,0,2,0,2.0,2.0,37.36470831296098,38
1955,1,0,2,0,2.0,1.0,32.43712129107335,33
1952,2,1,5,0,5.0,3.0,63.13179009756516,64
1952,4,0,2,0,2.0,4.0,10.85517404377525,11
1952,0,0,1,0,1.0,0.0,11.818594637262231,12
1952,3,0,2,0,2.0,3.0,44.96158900640411,46
1952,3,0,2,0,2.0,3.0,30.289311995193952,31
1952,0,0,2,0,2.0,0.0,19.52595938515808,20
1952,0,0,2,0,2.0,0.0,23.490125813558723,24
1952,2,1,3,0,3.0,3.0,24.619272488724782,25
1953,3,0,2,0,2.0,3.0,9.891753450288268,10
1952,2,0,2,0,2.0,2.0,22.471463192845384,23
1952,4,0,2,0,2.0,4.0,45.98025162711745,47
1952,3,0,2,0,2.0,3.0,58.394235287995485,60
1952,3,0,2,0,2.0,3.0,11.87383666448859,12
1952,1,0,2,0,2.0,1.0,12.89249928520193,13
1952,3,0,2,0,2.0,3.0,15.727519038436515,16
1952,2,0,2,0,2.0,2.0,40.997422578003466,42
1952,0,0,1,0,1.0,0.0,9.836511423061909,10
1952,0,0,1,0,1.0,0.0,10.002237504740986,10
1952,4,1,2,0,2.0,5.0,35.272141044307936,36
1952,1,0,2,0,2.0,1.0,11.763352610035872,12
1952,1,0,2,0,2.0,1.0,21.508042599358404,22
1952,2,0,2,0,2.0,2.0,11.87383666448859,12
1952,2,0,2,0,2.0,2.0,29.325891401706972,30
1953,0,0,1,0,1.0,0.0,12.782015230749211,13
1956,6,0,2,1,2.0,6.0,30.56552213132575,31
1956,3,1,2,1,2.0,4.0,42.513263443754035,43
1956,2,0,2,1,2.0,2.0,22.74767332897718,23
1952,3,0,3,0,3.0,3.0,12.94774131242829,13
1953,5,0,2,0,2.0,5.0,24.89548262485658,25
1955,2,0,2,0,2.0,2.0,25.361724973306327,26
1952,2,0,2,0,2.0,2.0,15.727519038436515,16
1952,0,0,1,0,1.0,0.0,1.9634205934869813,2
1952,3,0,2,0,2.0,3.0,2.0186626207133402,2
1952,3,0,2,0,2.0,3.0,2.0186626207133402,2
1952,3,0,2,0,2.0,3.0,2.0186626207133402,2
1952,3,0,2,0,2.0,3.0,2.0186626207133402,2
1952,3,0,2,0,2.0,3.0,2.0186626207133402,2
1955,0,0,1,0,1.0,0.0,7.743944154408869,8
1958,1,2,2,1,2.0,3.0,60.76301269278032,62
1959,4,0,2,1,2.0,4.0,19.746927494063517,20
1958,0,0,2,1,2.0,0.0,23.655851895237802,24
1958,0,0,1,1,1.0,0.0,19.746927494063517,20
1957,5,0,2,1,2.0,5.0,18.893990955029256,19
1957,3,0,2,1,2.0,3.0,26.656597730151464,27
1961,0,0,2,1,2.0,0.0,21.72901070826384,22
1959,3,0,2,1,2.0,3.0,29.546859510612407,30
1957,1,0,2,1,2.0,1.0,16.967149768055293,17
1954,10,0,2,0,2.0,10.0,27.785744405317523,28
1956,0,0,2,1,2.0,0.0,25.8036611911172,26
1956,4,0,2,1,2.0,4.0,35.493109153213375,36
1953,4,0,2,0,2.0,4.0,19.802169521289876,20
1954,7,0,2,0,2.0,7.0,31.58418475203909,32
1956,2,1,2,1,2.0,3.0,9.946995477514628,10
1956,3,0,2,1,2.0,3.0,15.893245120115592,16
1957,2,0,2,1,2.0,2.0,25.8036611911172,26
1956,3,1,2,1,2.0,4.0,26.8775658390569,27
1956,2,0,4,1,4.0,2.0,38.5490970153534,39
1956,0,0,1,1,1.0,0.0,14.929824526628611,15
1954,5,0,2,0,2.0,5.0,21.72901070826384,22
1954,4,0,5,0,5.0,4.0,46.25646176324924,47
1954,7,0,2,0,2.0,7.0,21.949978817169278,22
1954,2,0,2,0,2.0,2.0,21.72901070826384,22
1958,0,0,1,1,1.0,0.0,12.94774131242829,13
1958,3,0,2,1,2.0,3.0,24.84024059763022,25
1952,1,0,2,0,2.0,1.0,18.673022846123818,19
1952,3,0,2,0,2.0,3.0,10.910416071001608,11
1952,1,0,2,0,2.0,1.0,14.819340472175893,15
1955,4,0,2,0,2.0,4.0,20.876074169229575,21
1955,3,0,2,0,2.0,3.0,14.132130014820708,14
1956,3,1,7,1,7.0,4.0,81.1915071342735,82
1956,5,0,2,1,2.0,5.0,24.508788434272066,25
1956,2,1,4,1,4.0,3.0,42.40277938930132,43
1955,1,0,2,0,2.0,1.0,22.74767332897718,23
1956,5,0,2,1,2.0,5.0,51.12880675791051,52
1960,0,0,1,1,1.0,0.0,14.929824526628611,15
1960,6,0,2,1,2.0,6.0,16.00372917456831,16
1952,3,0,2,0,2.0,3.0,27.34380818750665,28
1956,6,0,2,1,2.0,6.0,22.581947247298103,23
1958,4,0,2,1,2.0,4.0,18.893990955029256,19
1965,3,0,2,1,2.0,3.0,15.04030858108133,15
1955,1,1,3,0,3.0,2.0,65.41438957853615,67
1955,7,1,2,0,2.0,8.0,30.34455402242031,31
1952,3,0,2,0,2.0,3.0,15.838003092889233,16
1952,2,0,2,0,2.0,2.0,10.965658098227967,11
1953,0,0,1,0,1.0,0.0,9.836511423061909,10
1955,0,0,2,0,2.0,0.0,27.45429224195937,28
1955,2,0,3,0,3.0,2.0,39.512517608840376,40
1952,2,0,2,0,2.0,2.0,24.453546407045707,25
1952,0,0,1,0,1.0,0.0,15.672277011210156,16
1953,3,0,2,0,2.0,3.0,15.672277011210156,16
1957,4,1,2,1,2.0,5.0,24.78499857040386,25
1959,1,0,3,1,3.0,1.0,26.711839757377824,27
1954,4,0,2,0,2.0,4.0,21.72901070826384,22
1956,1,0,2,1,2.0,1.0,19.004475009481972,19
1956,2,0,2,1,2.0,2.0,26.43562962124603,27
1956,5,0,2,1,2.0,5.0,34.19823639636824,35
1960,2,0,2,1,2.0,2.0,18.893990955029256,19
1962,3,0,2,1,2.0,3.0,45.569251305894056,46
1952,4,0,2,0,2.0,4.0,26.711839757377824,27
1952,1,0,2,0,2.0,1.0,7.001491669827324,7
1952,2,0,2,0,2.0,2.0,15.561792956757438,16
1953,4,0,2,0,2.0,4.0,12.89249928520193,13
